Agent_Breed,Policy_ID,Age,Social_Grade,Payment_at_Purchase,Attribute_Brand,Attribute_Price,Attribute_Promotions,Auto_Renew,Inertia_for_Switch
Breed_C,131004010.0,55,2,250,18.9,10.4,1.9,0,3
Breed_C,131004011.0,55,2,250,18.9,10.4,1.9,0,7
Breed_C,131004012.0,55,2,250,18.9,10.4,1.9,0,3
Breed_C,131004013.0,55,2,250,18.9,10.4,1.9,0,1
Breed_C,131004014.0,55,2,250,18.9,10.4,1.9,0,3
Breed_C,131004015.0,55,2,250,18.9,10.4,1.9,0,5
Breed_C,131004016.0,55,2,250,18.9,10.4,1.9,0,8
Breed_C,131004017.0,55,2,250,18.9,10.4,1.9,0,2
Breed_C,131004018.0,55,2,250,18.9,10.4,1.9,0,1
Breed_C,135861001.0,69,3,150,9.4,81.2,1.9,0,5
Breed_C,135861002.0,69,3,150,9.4,81.2,1.9,0,8
Breed_C,135861003.0,69,3,150,9.4,81.2,1.9,0,6
Breed_C,135861004.0,69,3,150,9.4,81.2,1.9,0,9
Breed_C,135861005.0,69,3,150,9.4,81.2,1.9,0,8
Breed_C,135861006.0,69,3,150,9.4,81.2,1.9,0,1
Breed_C,135861007.0,69,3,150,9.4,81.2,1.9,0,5
Breed_C,135861008.0,69,3,150,9.4,81.2,1.9,0,2
Breed_C,135861009.0,69,3,150,9.4,81.2,1.9,0,6
Breed_C,135861010.0,69,3,150,9.4,81.2,1.9,0,1
Breed_C,135861011.0,69,3,150,9.4,81.2,1.9,0,5
Breed_C,135861012.0,69,3,150,9.4,81.2,1.9,0,7
Breed_C,135861013.0,69,3,150,9.4,81.2,1.9,0,4
Breed_C,135861014.0,69,3,150,9.4,81.2,1.9,0,3
Breed_C,135861015.0,69,3,150,9.4,81.2,1.9,0,4
Breed_C,135861016.0,69,3,150,9.4,81.2,1.9,0,6
Breed_C,135861017.0,69,3,150,9.4,81.2,1.9,0,1
Breed_C,135861018.0,69,3,150,9.4,81.2,1.9,0,9
Breed_C,130277001.0,62,5,250,12.8,24,2.6,0,2
Breed_C,130277002.0,62,5,250,12.8,24,2.6,0,1
Breed_C,130277003.0,62,5,250,12.8,24,2.6,0,9
Breed_C,130277004.0,62,5,250,12.8,24,2.6,0,5
Breed_C,130277005.0,62,5,250,12.8,24,2.6,0,8
Breed_C,130277006.0,62,5,250,12.8,24,2.6,0,1
Breed_C,130277007.0,62,5,250,12.8,24,2.6,0,6
Breed_C,130277008.0,62,5,250,12.8,24,2.6,0,2
Breed_C,130277009.0,62,5,250,12.8,24,2.6,0,9
Breed_C,130277010.0,62,5,250,12.8,24,2.6,0,7
Breed_C,130277011.0,62,5,250,12.8,24,2.6,0,6
Breed_C,130277012.0,62,5,250,12.8,24,2.6,0,6
Breed_C,130277013.0,62,5,250,12.8,24,2.6,0,5
Breed_C,130277014.0,62,5,250,12.8,24,2.6,0,8
Breed_C,130277015.0,62,5,250,12.8,24,2.6,0,3
Breed_C,130277016.0,62,5,250,12.8,24,2.6,0,4
Breed_C,130277017.0,62,5,250,12.8,24,2.6,0,8
Breed_C,130277018.0,62,5,250,12.8,24,2.6,0,6
Breed_C,100410001.0,56,5,150,11.6,26,4,0,5
Breed_C,100410002.0,56,5,150,11.6,26,4,0,3
Breed_C,100410003.0,56,5,150,11.6,26,4,0,9
Breed_C,100410004.0,56,5,150,11.6,26,4,0,6
Breed_C,100410005.0,56,5,150,11.6,26,4,0,7
Breed_C,100410006.0,56,5,150,11.6,26,4,0,8
Breed_C,100410007.0,56,5,150,11.6,26,4,0,8
Breed_C,100410008.0,56,5,150,11.6,26,4,0,3
Breed_C,100410009.0,56,5,150,11.6,26,4,0,2
Breed_C,100410010.0,56,5,150,11.6,26,4,0,3
Breed_C,100410011.0,56,5,150,11.6,26,4,0,3
Breed_C,100410012.0,56,5,150,11.6,26,4,0,0
Breed_C,100410013.0,56,5,150,11.6,26,4,0,1
Breed_C,100410014.0,56,5,150,11.6,26,4,0,8
Breed_C,100410015.0,56,5,150,11.6,26,4,0,1
Breed_C,100410016.0,56,5,150,11.6,26,4,0,6
Breed_C,100410017.0,56,5,150,11.6,26,4,0,6
Breed_C,100410018.0,56,5,150,11.6,26,4,0,5
Breed_C,103670001.0,68,4,150,9.6,9,3.4,1,7
Breed_C,103670002.0,68,4,150,9.6,9,3.4,1,7
Breed_C,103670003.0,68,4,150,9.6,9,3.4,1,5
Breed_C,103670004.0,68,4,150,9.6,9,3.4,1,5
Breed_C,103670005.0,68,4,150,9.6,9,3.4,1,8
Breed_C,103670006.0,68,4,150,9.6,9,3.4,1,2
Breed_C,103670007.0,68,4,150,9.6,9,3.4,1,3
Breed_C,103670008.0,68,4,150,9.6,9,3.4,1,7
Breed_C,103670009.0,68,4,150,9.6,9,3.4,1,6
Breed_C,103670010.0,68,4,150,9.6,9,3.4,1,8
Breed_C,103670011.0,68,4,150,9.6,9,3.4,1,9
Breed_C,103670012.0,68,4,150,9.6,9,3.4,1,8
Breed_C,103670013.0,68,4,150,9.6,9,3.4,1,7
Breed_C,103670014.0,68,4,150,9.6,9,3.4,1,4
Breed_C,103670015.0,68,4,150,9.6,9,3.4,1,4
Breed_C,103670016.0,68,4,150,9.6,9,3.4,1,8
Breed_C,103670017.0,68,4,150,9.6,9,3.4,1,8
Breed_C,103670018.0,68,4,150,9.6,9,3.4,1,5
Breed_C,22934303001.0,69,4,250,11.6,37.6,1.9,0,2
Breed_C,22934303002.0,69,4,250,11.6,37.6,1.9,0,2
Breed_C,22934303003.0,69,4,250,11.6,37.6,1.9,0,6
Breed_C,22934303004.0,69,4,250,11.6,37.6,1.9,0,5
Breed_C,22934303005.0,69,4,250,11.6,37.6,1.9,0,4
Breed_C,22934303006.0,69,4,250,11.6,37.6,1.9,0,9
Breed_C,22934303007.0,69,4,250,11.6,37.6,1.9,0,1
Breed_C,22934303008.0,69,4,250,11.6,37.6,1.9,0,5
Breed_C,22934303009.0,69,4,250,11.6,37.6,1.9,0,7
Breed_C,22934303010.0,69,4,250,11.6,37.6,1.9,0,4
Breed_C,22934303011.0,69,4,250,11.6,37.6,1.9,0,5
Breed_C,22934303012.0,69,4,250,11.6,37.6,1.9,0,4
Breed_C,22934303013.0,69,4,250,11.6,37.6,1.9,0,4
Breed_C,22934303014.0,69,4,250,11.6,37.6,1.9,0,9
Breed_C,22934303015.0,69,4,250,11.6,37.6,1.9,0,3
Breed_C,22934303016.0,69,4,250,11.6,37.6,1.9,0,0
Breed_C,22934303017.0,69,4,250,11.6,37.6,1.9,0,4
Breed_C,22934303018.0,69,4,250,11.6,37.6,1.9,0,5
Breed_C,135898001.0,64,3,675,5.9,60.1,1.8,1,2
Breed_C,135898002.0,64,3,675,5.9,60.1,1.8,1,8
Breed_C,135898003.0,64,3,675,5.9,60.1,1.8,1,5
Breed_C,135898004.0,64,3,675,5.9,60.1,1.8,1,9
Breed_C,135898005.0,64,3,675,5.9,60.1,1.8,1,6
Breed_C,135898006.0,64,3,675,5.9,60.1,1.8,1,2
Breed_C,135898007.0,64,3,675,5.9,60.1,1.8,1,9
Breed_C,135898008.0,64,3,675,5.9,60.1,1.8,1,8
Breed_C,135898009.0,64,3,675,5.9,60.1,1.8,1,8
Breed_C,135898010.0,64,3,675,5.9,60.1,1.8,1,7
Breed_C,135898011.0,64,3,675,5.9,60.1,1.8,1,3
Breed_C,135898012.0,64,3,675,5.9,60.1,1.8,1,4
Breed_C,135898013.0,64,3,675,5.9,60.1,1.8,1,1
Breed_C,135898014.0,64,3,675,5.9,60.1,1.8,1,8
Breed_C,135898015.0,64,3,675,5.9,60.1,1.8,1,4
Breed_C,135898016.0,64,3,675,5.9,60.1,1.8,1,1
Breed_C,135898017.0,64,3,675,5.9,60.1,1.8,1,1
Breed_C,135898018.0,64,3,675,5.9,60.1,1.8,1,8
Breed_C,136331001.0,62,2,150,6.7,42.9,1.8,0,9
Breed_C,136331002.0,62,2,150,6.7,42.9,1.8,0,7
Breed_C,136331003.0,62,2,150,6.7,42.9,1.8,0,5
Breed_C,136331004.0,62,2,150,6.7,42.9,1.8,0,0
Breed_C,136331005.0,62,2,150,6.7,42.9,1.8,0,9
Breed_C,136331006.0,62,2,150,6.7,42.9,1.8,0,9
Breed_C,136331007.0,62,2,150,6.7,42.9,1.8,0,8
Breed_C,136331008.0,62,2,150,6.7,42.9,1.8,0,2
Breed_C,136331009.0,62,2,150,6.7,42.9,1.8,0,6
Breed_C,136331010.0,62,2,150,6.7,42.9,1.8,0,2
Breed_C,136331011.0,62,2,150,6.7,42.9,1.8,0,3
Breed_C,136331012.0,62,2,150,6.7,42.9,1.8,0,6
Breed_C,136331013.0,62,2,150,6.7,42.9,1.8,0,8
Breed_C,136331014.0,62,2,150,6.7,42.9,1.8,0,7
Breed_C,136331015.0,62,2,150,6.7,42.9,1.8,0,5
Breed_C,136331016.0,62,2,150,6.7,42.9,1.8,0,6
Breed_C,136331017.0,62,2,150,6.7,42.9,1.8,0,8
Breed_C,136331018.0,62,2,150,6.7,42.9,1.8,0,8
Breed_C,20079425001.0,69,1,250,7.1,76.9,1.6,0,6
Breed_C,20079425002.0,69,1,250,7.1,76.9,1.6,0,5
Breed_C,20079425003.0,69,1,250,7.1,76.9,1.6,0,0
Breed_C,20079425004.0,69,1,250,7.1,76.9,1.6,0,5
Breed_C,20079425005.0,69,1,250,7.1,76.9,1.6,0,8
Breed_C,20079425006.0,69,1,250,7.1,76.9,1.6,0,7
Breed_C,20079425007.0,69,1,250,7.1,76.9,1.6,0,2
Breed_C,20079425008.0,69,1,250,7.1,76.9,1.6,0,4
Breed_C,20079425009.0,69,1,250,7.1,76.9,1.6,0,6
Breed_C,20079425010.0,69,1,250,7.1,76.9,1.6,0,6
Breed_C,20079425011.0,69,1,250,7.1,76.9,1.6,0,6
Breed_C,20079425012.0,69,1,250,7.1,76.9,1.6,0,4
Breed_C,20079425013.0,69,1,250,7.1,76.9,1.6,0,0
Breed_C,20079425014.0,69,1,250,7.1,76.9,1.6,0,3
Breed_C,20079425015.0,69,1,250,7.1,76.9,1.6,0,7
Breed_C,20079425016.0,69,1,250,7.1,76.9,1.6,0,7
Breed_C,20079425017.0,69,1,250,7.1,76.9,1.6,0,3
Breed_C,20079425018.0,69,1,250,7.1,76.9,1.6,0,9
Breed_C,130393001.0,55,2,250,5,74.5,1.5,0,5
Breed_C,130393002.0,55,2,250,5,74.5,1.5,0,9
Breed_C,130393003.0,55,2,250,5,74.5,1.5,0,6
Breed_C,130393004.0,55,2,250,5,74.5,1.5,0,6
Breed_C,130393005.0,55,2,250,5,74.5,1.5,0,4
Breed_C,130393006.0,55,2,250,5,74.5,1.5,0,8
Breed_C,130393007.0,55,2,250,5,74.5,1.5,0,5
Breed_C,130393008.0,55,2,250,5,74.5,1.5,0,6
Breed_C,130393009.0,55,2,250,5,74.5,1.5,0,0
Breed_C,130393010.0,55,2,250,5,74.5,1.5,0,9
Breed_C,130393011.0,55,2,250,5,74.5,1.5,0,8
Breed_C,130393012.0,55,2,250,5,74.5,1.5,0,2
Breed_C,130393013.0,55,2,250,5,74.5,1.5,0,9
Breed_C,130393014.0,55,2,250,5,74.5,1.5,0,2
Breed_C,130393015.0,55,2,250,5,74.5,1.5,0,6
Breed_C,130393016.0,55,2,250,5,74.5,1.5,0,4
Breed_C,130393017.0,55,2,250,5,74.5,1.5,0,8
Breed_C,130393018.0,55,2,250,5,74.5,1.5,0,9
Breed_C,21019716001.0,83,6,250,11.3,29.8,7.2,0,2
Breed_C,21019716002.0,83,6,250,11.3,29.8,7.2,0,7
Breed_C,21019716003.0,83,6,250,11.3,29.8,7.2,0,9
Breed_C,21019716004.0,83,6,250,11.3,29.8,7.2,0,8
Breed_C,21019716005.0,83,6,250,11.3,29.8,7.2,0,3
Breed_C,21019716006.0,83,6,250,11.3,29.8,7.2,0,7
Breed_C,21019716007.0,83,6,250,11.3,29.8,7.2,0,9
Breed_C,21019716008.0,83,6,250,11.3,29.8,7.2,0,4
Breed_C,21019716009.0,83,6,250,11.3,29.8,7.2,0,3
Breed_C,21019716010.0,83,6,250,11.3,29.8,7.2,0,0
Breed_C,21019716011.0,83,6,250,11.3,29.8,7.2,0,8
Breed_C,21019716012.0,83,6,250,11.3,29.8,7.2,0,4
Breed_C,21019716013.0,83,6,250,11.3,29.8,7.2,0,9
Breed_C,21019716014.0,83,6,250,11.3,29.8,7.2,0,7
Breed_C,21019716015.0,83,6,250,11.3,29.8,7.2,0,9
Breed_C,21019716016.0,83,6,250,11.3,29.8,7.2,0,7
Breed_C,21019716017.0,83,6,250,11.3,29.8,7.2,0,8
Breed_C,21019716018.0,83,6,250,11.3,29.8,7.2,0,7
Breed_C,103698001.0,70,4,150,11,35.3,3.8,0,8
Breed_C,103698002.0,70,4,150,11,35.3,3.8,0,3
Breed_C,103698003.0,70,4,150,11,35.3,3.8,0,6
Breed_C,103698004.0,70,4,150,11,35.3,3.8,0,6
Breed_C,103698005.0,70,4,150,11,35.3,3.8,0,6
Breed_C,103698006.0,70,4,150,11,35.3,3.8,0,4
Breed_C,103698007.0,70,4,150,11,35.3,3.8,0,1
Breed_C,103698008.0,70,4,150,11,35.3,3.8,0,8
Breed_C,103698009.0,70,4,150,11,35.3,3.8,0,7
Breed_C,103698010.0,70,4,150,11,35.3,3.8,0,7
Breed_C,103698011.0,70,4,150,11,35.3,3.8,0,5
Breed_C,103698012.0,70,4,150,11,35.3,3.8,0,9
Breed_C,103698013.0,70,4,150,11,35.3,3.8,0,7
Breed_C,103698014.0,70,4,150,11,35.3,3.8,0,8
Breed_C,103698015.0,70,4,150,11,35.3,3.8,0,5
Breed_C,103698016.0,70,4,150,11,35.3,3.8,0,7
Breed_C,103698017.0,70,4,150,11,35.3,3.8,0,2
Breed_C,103698018.0,70,4,150,11,35.3,3.8,0,7
Breed_C,105333001.0,74,4,150,6.8,77.5,1,0,5
Breed_C,105333002.0,74,4,150,6.8,77.5,1,0,5
Breed_C,105333003.0,74,4,150,6.8,77.5,1,0,3
Breed_C,105333004.0,74,4,150,6.8,77.5,1,0,2
Breed_C,105333005.0,74,4,150,6.8,77.5,1,0,8
Breed_C,105333006.0,74,4,150,6.8,77.5,1,0,5
Breed_C,105333007.0,74,4,150,6.8,77.5,1,0,1
Breed_C,105333008.0,74,4,150,6.8,77.5,1,0,8
Breed_C,105333009.0,74,4,150,6.8,77.5,1,0,3
Breed_C,105333010.0,74,4,150,6.8,77.5,1,0,8
Breed_C,105333011.0,74,4,150,6.8,77.5,1,0,3
Breed_C,105333012.0,74,4,150,6.8,77.5,1,0,8
Breed_C,105333013.0,74,4,150,6.8,77.5,1,0,9
Breed_C,105333014.0,74,4,150,6.8,77.5,1,0,6
Breed_C,105333015.0,74,4,150,6.8,77.5,1,0,6
Breed_C,105333016.0,74,4,150,6.8,77.5,1,0,9
Breed_C,105333017.0,74,4,150,6.8,77.5,1,0,8
Breed_C,105333018.0,74,4,150,6.8,77.5,1,0,2
Breed_C,131015001.0,73,2,150,7.5,50.6,2.4,0,7
Breed_C,131015002.0,73,2,150,7.5,50.6,2.4,0,10
Breed_C,131015003.0,73,2,150,7.5,50.6,2.4,0,10
Breed_C,131015004.0,73,2,150,7.5,50.6,2.4,0,9
Breed_C,131015005.0,73,2,150,7.5,50.6,2.4,0,7
Breed_C,131015006.0,73,2,150,7.5,50.6,2.4,0,8
Breed_C,131015007.0,73,2,150,7.5,50.6,2.4,0,7
Breed_C,131015008.0,73,2,150,7.5,50.6,2.4,0,10
Breed_C,131015009.0,73,2,150,7.5,50.6,2.4,0,9
Breed_C,131015010.0,73,2,150,7.5,50.6,2.4,0,8
Breed_C,131015011.0,73,2,150,7.5,50.6,2.4,0,7
Breed_C,131015012.0,73,2,150,7.5,50.6,2.4,0,9
Breed_C,131015013.0,73,2,150,7.5,50.6,2.4,0,9
Breed_C,131015014.0,73,2,150,7.5,50.6,2.4,0,8
Breed_C,131015015.0,73,2,150,7.5,50.6,2.4,0,7
Breed_C,131015016.0,73,2,150,7.5,50.6,2.4,0,8
Breed_C,131015017.0,73,2,150,7.5,50.6,2.4,0,9
Breed_C,131015018.0,73,2,150,7.5,50.6,2.4,0,9
Breed_C,132340001.0,66,3,525,11.1,61.8,2.5,0,10
Breed_C,132340002.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340003.0,66,3,525,11.1,61.8,2.5,0,9
Breed_C,132340004.0,66,3,525,11.1,61.8,2.5,0,8
Breed_C,132340005.0,66,3,525,11.1,61.8,2.5,0,8
Breed_C,132340006.0,66,3,525,11.1,61.8,2.5,0,10
Breed_C,132340007.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340008.0,66,3,525,11.1,61.8,2.5,0,10
Breed_C,132340009.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340010.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340011.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340012.0,66,3,525,11.1,61.8,2.5,0,9
Breed_C,132340013.0,66,3,525,11.1,61.8,2.5,0,9
Breed_C,132340014.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340015.0,66,3,525,11.1,61.8,2.5,0,8
Breed_C,132340016.0,66,3,525,11.1,61.8,2.5,0,7
Breed_C,132340017.0,66,3,525,11.1,61.8,2.5,0,10
Breed_C,132340018.0,66,3,525,11.1,61.8,2.5,0,8
Breed_C,25054230001.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230002.0,59,3,250,15.7,11.8,5,0,9
Breed_C,25054230003.0,59,3,250,15.7,11.8,5,0,8
Breed_C,25054230004.0,59,3,250,15.7,11.8,5,0,8
Breed_C,25054230005.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230006.0,59,3,250,15.7,11.8,5,0,7
Breed_C,25054230007.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230008.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230009.0,59,3,250,15.7,11.8,5,0,7
Breed_C,25054230010.0,59,3,250,15.7,11.8,5,0,9
Breed_C,25054230011.0,59,3,250,15.7,11.8,5,0,8
Breed_C,25054230012.0,59,3,250,15.7,11.8,5,0,8
Breed_C,25054230013.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230014.0,59,3,250,15.7,11.8,5,0,9
Breed_C,25054230015.0,59,3,250,15.7,11.8,5,0,9
Breed_C,25054230016.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230017.0,59,3,250,15.7,11.8,5,0,10
Breed_C,25054230018.0,59,3,250,15.7,11.8,5,0,9
Breed_C,101758001.0,64,4,525,14.1,9.7,1.8,0,10
Breed_C,101758002.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758003.0,64,4,525,14.1,9.7,1.8,0,7
Breed_C,101758004.0,64,4,525,14.1,9.7,1.8,0,10
Breed_C,101758005.0,64,4,525,14.1,9.7,1.8,0,10
Breed_C,101758006.0,64,4,525,14.1,9.7,1.8,0,10
Breed_C,101758007.0,64,4,525,14.1,9.7,1.8,0,8
Breed_C,101758008.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758009.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758010.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758011.0,64,4,525,14.1,9.7,1.8,0,10
Breed_C,101758012.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758013.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758014.0,64,4,525,14.1,9.7,1.8,0,7
Breed_C,101758015.0,64,4,525,14.1,9.7,1.8,0,9
Breed_C,101758016.0,64,4,525,14.1,9.7,1.8,0,7
